Địa chỉ,Diện tích,Mặt tiền,Đường tiếp cận,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số phòng tắm,Tình trạng pháp lý,Tình trạng nội thất,Giá,Thành phố,Dự án,Giá trên m²,Số tầng tối đa
"Đường Lê Hồng Phong, Phường 12, Quận 10, Hồ Chí Minh",45.0,6.0,20.0,Đông - Nam,Đông - Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.9,Hồ Chí Minh,False,197.8,5
"Phố Lê Thanh Nghị, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",60.0,7.3,7.9,Nam,Tây,5,6,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.3,Hà Nội,False,155.0,4
"Đường 12, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",44.0,4.0,6.0,Tây,Tây,1,1,1,Đã có giấy chứng nhận,Cơ bản nội thất,4.2,Hồ Chí Minh,False,95.5,3
"Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",30.0,4.0,2.5,Đông - Nam,Đông - Bắc,3,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.2,Hà Nội,False,108.3,3
"Dự án Citi Bella 2, Phường Cát Lái, Quận 2, Hồ Chí Minh",85.0,4.5,10.4,Đông - Nam,Đông - Nam,2,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,7.7,Hồ Chí Minh,True,90.6,4
"Phường Hưng Thạnh, Cái Răng, Cần Thơ",88.8,4.6,14.9,Bắc,Đông - Nam,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.5,Cần Thơ,False,62.0,4
"Đường Hữu Nghị, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",100.0,5.0,5.0,Nam,Đông - Nam,2,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,9.9,Hồ Chí Minh,False,99.0,3
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",38.7,3.6,3.3,Đông - Bắc,Tây - Bắc,4,4,2,Đã có giấy chứng nhận,Đầy đủ nội thất,6.2,Hà Nội,False,158.9,3
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",78.0,6.0,14.7,Đông - Nam,Đông - Nam,5,6,6,Đã có giấy chứng nhận,Cơ bản nội thất,9.4,Hưng Yên,True,120.5,4
"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",52.0,4.4,4.5,Tây - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.1,Hồ Chí Minh,False,98.1,3
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",48.0,4.4,7.7,Đông - Nam,Tây - Nam,5,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.5,Hưng Yên,True,114.6,4
"Đường Nguyễn Văn Khối, Phường 11, Gò Vấp, Hồ Chí Minh",57.0,3.5,4.0,Đông - Bắc,Đông - Bắc,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,5.8,Hồ Chí Minh,False,101.8,3
"Dự án Citi Bella 2, Phường Cát Lái, Quận 2, Hồ Chí Minh",85.0,5.0,12.5,Đông - Nam,Đông - Nam,2,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,7.5,Hồ Chí Minh,True,88.2,4
"Đường Cư Xá Phú Lâm D, Phường 10, Quận 6, Hồ Chí Minh",75.5,5.0,12.0,Đông - Nam,Tây - Nam,2,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,9.0,Hồ Chí Minh,False,119.1,4
"Đường Xuân Đỗ, Phường Cự Khối, Long Biên, Hà Nội",55.0,4.0,6.2,Đông - Nam,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Hà Nội,False,102.7,3
"Đường ĐT 743B, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",72.0,4.5,13.0,Tây - Bắc,Tây,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,4.3,Bình Dương,False,59.7,4
"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",58.0,3.9,3.9,Nam,Tây,1,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,4.1,Hà Nội,False,70.7,3
"Đường Trần Thị Do, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",28.0,4.1,2.9,Đông - Nam,Tây - Nam,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,1.9,Hồ Chí Minh,False,67.5,3
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội.",30.0,3.8,5.8,Tây - Nam,Nam,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.2,Hà Nội,False,173.3,3
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",33.0,5.0,6.0,Tây - Nam,Tây - Nam,5,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,6.8,Hà Nội,False,206.1,3
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",37.0,5.0,4.0,Đông - Nam,Đông - Nam,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.8,Hà Nội,False,264.9,3
"Đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",123.0,4.0,6.0,Tây - Bắc,Tây - Bắc,2,2,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.3,Hồ Chí Minh,False,43.1,3
"Đường Thành Công, Phường Tân Thành, Tân Phú, Hồ Chí Minh",76.0,4.0,10.0,Đông - Nam,Đông - Nam,4,4,5,Đã có giấy chứng nhận,Cơ bản nội thất,7.7,Hồ Chí Minh,False,101.3,4
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",37.0,4.6,2.1,Tây,Tây,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hà Nội,False,133.8,3
"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Đống Đa, Hà Nội",37.0,4.5,3.5,Tây - Nam,Tây - Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.9,Hà Nội,False,186.5,3
"Đường Trần Thánh Tông, Phường 15, Tân Bình, Hồ Chí Minh",63.0,4.2,5.0,Đông - Nam,Đông - Nam,4,5,7,Đã có giấy chứng nhận,Đầy đủ nội thất,8.2,Hồ Chí Minh,False,130.2,3
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",45.0,4.5,4.5,Đông - Nam,Đông - Nam,5,7,7,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hà Nội,False,166.7,3
"Phường 12, Gò Vấp, Hồ Chí Minh",62.0,3.5,8.0,Đông,Bắc,3,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.0,Hồ Chí Minh,False,112.9,4
"Đường Nhị Đồng 2, Phường Dĩ An, Dĩ An, Bình Dương",75.0,5.0,5.0,Bắc,Bắc,2,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,3.6,Bình Dương,False,48.7,3
"Đường Phạm Văn Chiêu, Phường 13, Gò Vấp, Hồ Chí Minh",56.0,4.0,5.0,Đông - Nam,Đông - Nam,5,5,6,Đã có giấy chứng nhận,Đầy đủ nội thất,7.7,Hồ Chí Minh,False,137.3,3
"Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",28.0,8.6,13.2,Đông - Bắc,Đông - Bắc,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Hà Nội,False,357.1,4
"Phường Thuận Giao, Thuận An, Bình Dương",64.0,4.0,6.0,Bắc,Tây - Nam,3,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,3.6,Bình Dương,False,56.2,3
"Phường Tân Quy, Quận 7, Hồ Chí Minh.",65.0,4.2,4.0,Tây - Bắc,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,6.5,Hồ Chí Minh,False,100.0,3
"Ngõ 250, Đường Phan Trọng Tuệ, Xã Tam Hiệp, Thanh Trì, Hà Nội",30.0,4.1,3.6,Đông - Nam,Tây,6,6,5,Đã có giấy chứng nhận,Đầy đủ nội thất,4.2,Hà Nội,False,140.0,3
"Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh",73.0,3.6,6.0,Tây - Nam,Đông - Nam,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.8,Hồ Chí Minh,False,79.5,3
"Đường Quốc lộ 21B, Xã Cao Viên, Thanh Oai, Hà Nội.",38.0,3.6,4.8,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,1.7,Hà Nội,False,44.5,3
"Đường Tô Hiệu, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",82.0,4.1,10.0,Tây - Nam,Tây - Nam,2,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.2,Hồ Chí Minh,False,100.0,4
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",38.0,4.0,35.0,Đông,Đông,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.5,Hà Nội,False,118.4,5
"Đường Hoàng Dư Khương, Phường 12, Quận 10, Hồ Chí Minh",45.0,7.0,20.0,Đông - Nam,Đông - Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hồ Chí Minh,False,200.0,5
"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội",50.0,3.5,10.0,Tây - Bắc,Tây - Bắc,4,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hà Nội,False,150.0,4
"Đường Khương Trung mới, Phường Khương Trung, Thanh Xuân, Hà Nội",43.0,6.3,5.9,Nam,Nam,5,5,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Hà Nội,False,197.7,3
"Dự án Sonasea Vân Đồn Harbor City, Xã Hạ Long, Vân Đồn, Quảng Ninh",100.0,4.1,9.4,Tây - Nam,Đông - Bắc,4,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Quảng Ninh,True,56.0,4
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",37.0,6.0,3.0,Đông,Đông,4,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.9,Hà Nội,False,186.5,3
"Đường Trương Công Định, Phường Yết Kiêu, Hà Đông, Hà Nội",51.0,4.0,4.3,Đông,Tây - Nam,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Hà Nội,False,110.2,3
"Đường Phùng Văn Cung, Phường 7, Phú Nhuận, Hồ Chí Minh",18.0,5.2,4.8,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,3.3,Hồ Chí Minh,False,183.3,3
"Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội",42.0,4.0,4.0,Tây - Bắc,Đông - Bắc,5,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.3,Hà Nội,False,197.6,3
"22, Đường Số 37, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",18.0,3.3,2.6,Đông - Nam,Đông - Nam,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,2.4,Hồ Chí Minh,False,136.1,3
"Phước Long, Đường Hoàng Đình Giong, Phường Phước Long, Nha Trang, Khánh Hòa",126.6,6.6,12.0,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,5.5,Khánh Hòa,False,43.4,4
"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",47.0,4.5,4.3,Đông,Đông,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,5.5,Hồ Chí Minh,False,117.0,3
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",48.0,4.5,4.7,Bắc,Đông - Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.2,Hà Nội,False,170.8,3
"Phường 11, Gò Vấp, Hồ Chí Minh",51.0,4.6,6.7,Đông - Bắc,Đông - Nam,1,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,4.3,Hồ Chí Minh,False,84.3,3
"Đường Giải Phóng, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",32.0,3.0,2.5,Tây - Nam,Đông - Bắc,5,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.1,Hà Nội,False,190.6,3
"Phố Yên Duyên, Phường Yên Sở, Hoàng Mai, Hà Nội",31.0,4.8,4.0,Tây - Bắc,Đông,5,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,5.0,Hà Nội,False,159.7,3
"Đường Nguyễn Thị Tư, Phường Phú Hữu, Thủ Đức, Hồ Chí Minh",52.0,4.2,6.0,Tây - Bắc,Tây - Bắc,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.0,Hồ Chí Minh,False,76.9,3
"Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",40.0,4.1,5.0,Đông - Nam,Đông - Nam,7,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hà Nội,False,225.0,3
"Đường Gò Dầu, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",60.0,4.0,7.0,Đông - Nam,Tây - Nam,5,6,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.8,Hồ Chí Minh,False,146.7,4
"Đường Chí Linh, Phường Phước Hòa, Nha Trang, Khánh Hòa",89.0,4.5,10.0,Nam,Nam,2,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.3,Khánh Hòa,False,48.3,4
"Đường 2/4, Phường Vạn Thắng, Nha Trang, Khánh Hòa",162.0,6.0,2.0,Tây - Nam,Tây - Nam,1,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,3.5,Khánh Hòa,False,21.6,3
"Đường Giang Biên, Phường Giang Biên, Long Biên, Hà Nội",40.0,4.1,3.6,Đông - Nam,Đông - Nam,5,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.2,Hà Nội,False,105.0,3
"Đường Vĩnh Hưng, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",35.0,4.0,3.0,Đông,Đông,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hà Nội,False,141.4,3
"Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",45.0,4.2,2.7,Tây - Nam,Tây - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.3,Hà Nội,False,117.8,3
"Đường 55A, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",64.0,4.0,10.0,Bắc,Bắc,3,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,5.7,Hồ Chí Minh,False,89.1,4
"Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",62.0,5.1,4.8,Đông - Nam,Đông - Nam,3,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.0,Hà Nội,False,128.2,3
"Đường Núi Thành, Phường  Hòa Thuận Đông, Hải Châu, Đà Nẵng",40.0,4.0,3.0,Tây - Nam,Tây - Nam,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,2.4,Đà Nẵng,False,61.2,3
"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",39.0,4.0,12.0,Đông - Nam,Tây,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.4,Hồ Chí Minh,False,87.2,4
"Đường Bình Tiên, Phường 7, Quận 6, Hồ Chí Minh",48.0,6.0,5.0,Tây - Bắc,Tây - Bắc,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.7,Hồ Chí Minh,False,97.9,3
"Phố Đặng Trần Côn, Phường Văn Miếu, Đống Đa, Hà Nội",30.0,4.7,3.5,Tây - Nam,Tây - Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.9,Hà Nội,False,196.7,3
"Đường Tây Lân, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",60.0,4.0,7.0,Bắc,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.2,Hồ Chí Minh,False,86.7,4
"Dự án Vinhomes Royal Island, Xã Thủy Triều, Thủy Nguyên, Hải Phòng",67.5,4.5,11.0,Tây - Bắc,Đông - Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.8,Hải Phòng,True,130.4,4
"Đường An Phú Đông 27, Phường An Phú Đông, Quận 12, Hồ Chí Minh",126.0,7.0,2.0,Nam,Tây - Bắc,1,2,1,Đã có giấy chứng nhận,Cơ bản nội thất,1.4,Hồ Chí Minh,False,11.1,3
"Đường Phú Nông, Xã Vĩnh Ngọc, Nha Trang, Khánh Hòa",94.0,6.0,4.0,Tây - Nam,Tây - Nam,2,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,3.8,Khánh Hòa,False,39.9,3
"Đường Nguyễn Trãi, Phường 7, Quận 5, Hồ Chí Minh",44.0,16.9,6.0,Đông - Nam,Đông - Nam,4,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hồ Chí Minh,False,204.5,3
"Đường Tỉnh Lộ 10, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",58.0,4.0,4.0,Đông - Nam,Đông - Nam,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.2,Hồ Chí Minh,False,89.7,3
"Đường Mai Xuân Thưởng, Phường Vĩnh Hòa, Nha Trang, Khánh Hòa",45.8,5.0,3.0,Tây,Tây,1,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,2.6,Khánh Hòa,False,56.6,3
"Hẻm 240, Đường Lưu Hữu Phước, Phường 15, Quận 8, Hồ Chí Minh",39.0,1.0,4.0,Đông - Nam,Tây,3,2,3,Đã có giấy chứng nhận,Đầy đủ nội thất,3.8,Hồ Chí Minh,False,96.2,3
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",42.0,5.1,5.5,Tây - Nam,Tây - Nam,6,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.9,Hà Nội,False,235.7,3
"Đường Quốc lộ 6, Phường Biên Giang, Hà Đông, Hà Nội",30.0,4.0,3.1,Tây - Nam,Đông - Nam,5,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,2.6,Hà Nội,False,85.0,3
"Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",71.0,4.2,6.0,Đông - Bắc,Bắc,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.5,Hồ Chí Minh,False,63.4,3
"Phường Láng Thượng, Đống Đa, Hà Nội",33.0,3.9,6.2,Tây - Nam,Đông - Nam,5,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.1,Hà Nội,False,184.8,3
"Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",54.0,4.5,6.7,Đông - Nam,Tây - Nam,4,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hà Nội,False,166.5,3
"Phường Cự Khối, Long Biên, Hà Nội",40.0,3.9,3.6,Đông - Nam,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,4.6,Hà Nội,False,115.0,3
"Đường Lê Thiệt, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",40.0,4.0,12.0,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Hồ Chí Minh,False,140.0,4
"Đường Chiến Lược, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",73.0,4.0,8.0,Bắc,Bắc,2,3,1,Đã có giấy chứng nhận,Cơ bản nội thất,4.5,Hồ Chí Minh,False,61.6,4
"Đường Thạnh Xuân 38, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",140.0,7.1,8.0,Đông - Nam,Tây - Nam,3,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,7.7,Hồ Chí Minh,False,55.0,4
"Đường Hoàng Diệu, Phường Bình Hiên, Hải Châu, Đà Nẵng",112.6,4.0,5.0,Tây - Bắc,Tây - Bắc,1,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,4.6,Đà Nẵng,False,41.3,3
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",52.0,4.8,15.0,Đông - Nam,Tây - Bắc,5,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.3,Hà Nội,False,121.2,4
"Đường Nguyễn Bình, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",42.0,4.0,8.0,Đông,Tây - Bắc,2,2,3,Đã có giấy chứng nhận,Đầy đủ nội thất,3.6,Hồ Chí Minh,False,85.7,4
"Ngõ 67, Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",60.0,5.0,4.0,Đông - Nam,Đông - Nam,5,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,8.9,Hà Nội,False,148.3,3
"Đường Hồ Đắc Di, Phường Nam Đồng, Đống Đa, Hà Nội",50.0,15.5,5.5,Đông - Nam,Đông - Bắc,4,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,7.9,Hà Nội,False,158.0,3
"Đường Bùi Tư Toàn, Phường An Lạc, Bình Tân, Hồ Chí Minh",49.0,3.6,6.0,Đông - Nam,Tây - Bắc,3,2,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.3,Hồ Chí Minh,False,87.8,3
"Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội",43.0,4.5,3.0,Tây,Tây,5,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.5,Hà Nội,False,150.2,3
"Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",39.0,4.0,3.0,Đông - Nam,Nam,5,8,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.9,Hà Nội,False,151.3,3
"Phố Vũ Tông Phan, Phường Khương Trung, Thanh Xuân, Hà Nội",75.0,4.9,3.0,Tây - Bắc,Đông,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Hà Nội,False,113.3,3
"579/, Đường Đỗ Xuân Hợp, Phường Phước Long B, Thủ Đức, Hồ Chí Minh",47.0,4.5,3.0,Tây - Bắc,Nam,2,2,2,Hợp đồng mua bán,Cơ bản nội thất,2.5,Hồ Chí Minh,False,53.2,3
"Đường Nguyễn Văn Khối, Phường 8, Gò Vấp, Hồ Chí Minh",75.0,5.0,5.9,Đông - Nam,Đông - Bắc,2,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Hồ Chí Minh,False,75.3,3
"Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",68.8,4.3,8.0,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,9.7,Hồ Chí Minh,False,141.0,4
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",96.0,9.6,10.5,Tây - Bắc,Tây - Bắc,4,8,7,Đã có giấy chứng nhận,Đầy đủ nội thất,8.2,Hồ Chí Minh,False,85.3,4
"Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",56.0,4.8,3.9,Tây,Tây - Bắc,2,5,2,Đã có giấy chứng nhận,Đầy đủ nội thất,4.3,Hồ Chí Minh,False,76.8,3
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",61.9,4.0,5.0,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,7.9,Hồ Chí Minh,False,127.6,3
"Đường Tây Sơn, Phường Trung Liệt, Đống Đa, Hà Nội",32.0,3.7,5.0,Nam,Nam,2,2,2,Đã có giấy chứng nhận,Cơ bản nội thất,5.3,Hà Nội,False,165.3,3
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",40.0,7.3,4.0,Đông - Bắc,Đông - Bắc,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.7,Hà Nội,False,192.5,3
"Đường Trần Bình Trọng, Phường 1, Quận 5, Hồ Chí Minh",38.0,3.8,9.5,Tây - Bắc,Đông - Nam,5,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,7.8,Hồ Chí Minh,False,205.3,4
"Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",35.0,5.0,3.1,Nam,Bắc,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Hà Nội,False,161.4,3
"Ấp 5, Đường Đông Thạnh 4-2, Xã  Đông Thạnh, Hóc Môn, Hồ Chí Minh",49.0,4.9,3.5,Bắc,Tây - Nam,3,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,2.9,Hồ Chí Minh,False,59.2,3
"Phường Kinh Bắc, Bắc Ninh, Bắc Ninh",81.0,4.5,19.0,Đông - Bắc,Đông - Bắc,4,4,6,Đã có giấy chứng nhận,Cơ bản nội thất,8.3,Bắc Ninh,False,102.5,4
"Dự án Nam Cầu Tuyên Sơn-Nam Việt Á, Đường Đoàn Khuê, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",95.0,5.0,11.5,Đông - Bắc,Đông - Bắc,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.1,Đà Nẵng,True,74.7,4
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",37.0,5.1,2.1,Tây,Tây,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.0,Hà Nội,False,133.8,3
"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",72.0,4.5,5.7,Tây - Nam,Tây - Nam,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.7,Hồ Chí Minh,False,51.4,3
"Đường Nguyễn Thị Đặng, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",48.0,4.4,5.0,Tây - Bắc,Tây - Bắc,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.6,Hồ Chí Minh,False,95.8,3
"Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",48.0,4.2,5.6,Đông - Nam,Đông - Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Hà Nội,False,177.1,3
"Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",33.0,13.0,4.2,Tây - Bắc,Đông - Bắc,3,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.8,Hà Nội,False,236.4,3
"Đường Lê Văn Lương, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",61.0,4.2,6.0,Đông - Bắc,Tây,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.1,Hồ Chí Minh,False,100.0,3
"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",45.0,4.5,9.8,Đông - Nam,Đông - Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.5,Hà Nội,False,211.1,4
"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",92.4,4.4,15.1,Đông - Nam,Đông - Nam,3,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.9,Hồ Chí Minh,True,96.3,4
"Dự án VCN - Phước Long, Đường C3, Phường Phước Long, Nha Trang, Khánh Hòa",65.5,5.0,12.0,Nam,Nam,5,6,6,Đã có giấy chứng nhận,Đầy đủ nội thất,5.9,Khánh Hòa,True,90.1,4
